,Code,Year,incidents,successes,Population,EducationPctGdp,FertilityRate,IncomePerCapita,InfantMortality,Homicidesper100k
2679,CIV,1999,0.0,0.0,16300233.0,4.09449005126953,5.932,684.9483692000001,102.1,
2680,CIV,2000,0.0,0.0,16686561.0,3.70379996299744,5.859,547.9893812000001,100.7,
2681,CIV,2001,0.0,0.0,17040152.0,3.67073011398315,5.787000000000001,553.5255195,96.9,
2682,CIV,2002,0.0,0.0,17366517.0,4.08827018737792,5.7170000000000005,590.7727954,95.1,
2683,CIV,2003,0.0,0.0,17679355.0,3.96628999710083,5.651,696.434671,93.2,
2684,CIV,2004,0.0,0.0,17997738.0,4.12571001052856,5.5889999999999995,771.5008722,91.1,
2685,CIV,2005,0.0,0.0,18336303.0,4.1065502166748,5.531000000000001,830.1603097,89.0,
2686,CIV,2006,0.0,0.0,18699435.0,4.00059986114502,5.476,829.9331234,86.8,
2687,CIV,2007,0.0,0.0,19085941.0,4.25833988189697,5.422999999999999,946.0524815,83.7,
2688,CIV,2008,0.0,0.0,19497986.0,4.36057996749878,5.372000000000001,1100.602702,81.5,
2689,CIV,2009,0.0,0.0,19936366.0,4.39844989776611,5.321000000000001,1104.2232490000001,79.5,
2690,CIV,2010,0.0,0.0,20401331.0,4.56262016296387,5.269,1102.77322,78.4,
2691,CIV,2011,0.0,0.0,20895311.0,4.12951993942261,5.216,1073.396017,76.5,
2692,CIV,2012,0.0,0.0,21418603.0,4.61273002624512,5.16,1135.5343599999999,74.6,
2693,CIV,2013,0.0,0.0,21966312.0,4.74306011199951,5.101,1280.714333,72.3,
2694,CIV,2014,0.0,0.0,22531350.0,4.72938013076782,5.039,1457.573376,70.1,
2695,CIV,2015,0.0,0.0,23108472.0,5.03422021865845,4.976,1320.050528,68.0,
2696,CIV,2016,0.0,0.0,23695919.0,,4.9110000000000005,1406.311247,66.0,
2697,CIV,2017,0.0,0.0,,,,,,
2698,CIV,2018,0.0,0.0,,,,,,
2699,CIV,2019,0.0,0.0,,,,,,
2700,HRV,1970,0.0,0.0,4411000.0,,1.979,,,
2701,HRV,1971,0.0,0.0,4435000.0,,1.973,,,
2702,HRV,1972,0.0,0.0,4457000.0,,1.9669999999999999,,,
2703,HRV,1973,0.0,0.0,4478000.0,,1.96,,,
2704,HRV,1974,0.0,0.0,4497000.0,,1.95,,,
2705,HRV,1975,0.0,0.0,4514000.0,,1.9369999999999998,,,
2706,HRV,1976,0.0,0.0,4530000.0,,1.925,,,
2707,HRV,1977,0.0,0.0,4532000.0,,1.913,,,
2708,HRV,1978,0.0,0.0,4556000.0,,1.903,,,
2709,HRV,1979,0.0,0.0,4571000.0,,1.895,,,
2710,HRV,1980,0.0,0.0,4588000.0,,1.8880000000000001,,,
2711,HRV,1981,0.0,0.0,4608000.0,,1.879,,20.2,
2712,HRV,1982,0.0,0.0,4635000.0,,1.9,,19.1,
2713,HRV,1983,0.0,0.0,4659000.0,,1.88,,18.0,
2714,HRV,1984,0.0,0.0,4680000.0,,1.87,,16.9,
2715,HRV,1985,0.0,0.0,4701000.0,,1.82,,15.9,
2716,HRV,1986,0.0,0.0,4722000.0,,1.76,,14.8,
2717,HRV,1987,0.0,0.0,4740000.0,,1.64,,13.8,
2718,HRV,1988,0.0,0.0,4757000.0,,1.79,,12.8,
2719,HRV,1989,0.0,0.0,4767000.0,,1.63,,11.9,
2720,HRV,1990,0.0,0.0,4780000.0,,1.63,,11.1,2.9
2721,HRV,1991,26.0,26.0,4510000.0,,1.53,,10.5,9.2
2722,HRV,1992,4.0,4.0,4470000.0,,1.48,,9.9,8.2
2723,HRV,1993,0.0,0.0,4640000.0,,1.52,,9.5,4.6
2724,HRV,1994,4.0,4.0,4650000.0,,1.47,,9.0,3.1
2725,HRV,1995,1.0,1.0,4669000.0,,1.58,4023.419216,8.7,3.6
2726,HRV,1996,3.0,3.0,4494000.0,,1.67,4423.969561999999,8.3,2.7
2727,HRV,1997,8.0,7.0,4572000.0,,1.69,4395.501337,8.1,2.6
2728,HRV,1998,0.0,0.0,4501000.0,,1.45,4756.890523,7.7,2.3
2729,HRV,1999,0.0,0.0,4554000.0,,1.38,4229.642405,7.4,2.5
2730,HRV,2000,2.0,2.0,4426000.0,,1.39,4034.7728079999997,7.2,2.3
2731,HRV,2001,3.0,2.0,4440000.0,,1.46,4215.3080119999995,6.9,1.8
2732,HRV,2002,0.0,0.0,4440000.0,3.80329990386963,1.42,4967.270302,6.6,1.7
2733,HRV,2003,0.0,0.0,4440000.0,3.87392997741699,1.41,6247.218558,6.4,1.6
2734,HRV,2004,0.0,0.0,4439000.0,3.81892991065979,1.43,7595.231346,6.0,1.9
2735,HRV,2005,1.0,1.0,4442000.0,,1.5,8460.31179,5.8,1.6
2736,HRV,2006,0.0,0.0,4440000.0,,1.47,9359.599181,5.5,1.7
2737,HRV,2007,0.0,0.0,4436000.0,3.97494006156921,1.48,11209.749740000001,5.3,1.4
2738,HRV,2008,2.0,2.0,4434508.0,4.26627016067505,1.55,13019.49416,5.1,1.6
2739,HRV,2009,1.0,1.0,4429078.0,4.38880014419556,1.58,11341.05032,4.9,1.1
2740,HRV,2010,0.0,0.0,4417781.0,4.25269985198975,1.55,10885.31936,4.7,1.4
2741,HRV,2011,0.0,0.0,4280622.0,4.15279006958008,1.48,11781.27703,4.5,1.1
2742,HRV,2012,0.0,0.0,4267558.0,,1.51,10697.28618,4.4,1.2
2743,HRV,2013,2.0,2.0,4255689.0,4.58160018920898,1.46,11164.431340000001,4.3,1.1
2744,HRV,2014,0.0,0.0,4238389.0,,1.46,11101.3359,4.2,0.8
2745,HRV,2015,0.0,0.0,4203604.0,,1.4,9681.344737000001,4.1,0.9
2746,HRV,2016,0.0,0.0,4170600.0,,1.4,9685.729067,4.0,1.0
2747,HRV,2017,0.0,0.0,,,,,,1.1
2748,HRV,2018,0.0,0.0,,,,,,
2749,HRV,2019,0.0,0.0,,,,,,
2750,CUB,1970,0.0,0.0,8715123.0,,4.033,587.7362168999999,38.0,
2751,CUB,1971,0.0,0.0,8869961.0,,3.8569999999999998,701.2121889,34.2,
2752,CUB,1972,0.0,0.0,9025300.0,,3.6460000000000004,810.6458161,30.4,
2753,CUB,1973,0.0,0.0,9176052.0,,3.4,978.9169903,27.9,
2754,CUB,1974,0.0,0.0,9315373.0,,3.127,1100.5387779999999,26.5,
2755,CUB,1975,0.0,0.0,9438442.0,,2.844,1231.466987,24.9,
2756,CUB,1976,0.0,0.0,9544271.0,,2.573,1288.091255,22.9,
2757,CUB,1977,0.0,0.0,9634680.0,,2.332,1313.823916,20.6,
2758,CUB,1978,0.0,0.0,9711392.0,,2.134,1637.872,18.9,
2759,CUB,1979,0.0,0.0,9777290.0,,1.9869999999999999,1782.6523350000002,17.5,
2760,CUB,1980,0.0,0.0,9835177.0,8.36909008026123,1.892,1789.529559,16.7,
2761,CUB,1981,0.0,0.0,9884213.0,,1.8430000000000002,1797.048486,16.3,
2762,CUB,1982,0.0,0.0,9925623.0,,1.8259999999999998,1860.490853,16.2,
2763,CUB,1983,0.0,0.0,9966733.0,,1.825,1961.171857,16.1,
2764,CUB,1984,0.0,0.0,10017059.0,,1.8319999999999999,2111.191922,15.7,
2765,CUB,1985,0.0,0.0,10082989.0,,1.837,1982.333178,15.1,
2766,CUB,1986,0.0,0.0,10168087.0,,1.8359999999999999,2079.76481,14.1,
2767,CUB,1987,0.0,0.0,10269567.0,,1.8259999999999998,2142.338684,13.1,
2768,CUB,1988,0.0,0.0,10379548.0,,1.8090000000000002,2308.9765469999998,12.2,
2769,CUB,1989,0.0,0.0,10486509.0,,1.7819999999999998,2252.8169199999998,11.4,
2770,CUB,1990,0.0,0.0,10582081.0,,1.75,2362.099244,10.6,
2771,CUB,1991,1.0,1.0,10663585.0,7.14496994018555,1.715,1999.061402,9.7,
2772,CUB,1992,4.0,4.0,10733363.0,,1.6840000000000002,1816.758591,9.0,6.3
2773,CUB,1993,0.0,0.0,10794135.0,7.07476997375488,1.66,1838.377272,8.8,7.4
2774,CUB,1994,9.0,6.0,10850585.0,5.61948013305664,1.645,2324.93166,8.7,8.3
2775,CUB,1995,0.0,0.0,10906043.0,,1.6369999999999998,2434.3229109999997,8.4,7.8
2776,CUB,1996,1.0,1.0,10961012.0,,1.635,1980.739738,7.8,6.7
2777,CUB,1997,14.0,9.0,11013983.0,,1.6340000000000001,1998.609116,7.3,6.8
2778,CUB,1998,0.0,0.0,11064097.0,6.20866012573242,1.631,2026.7719339999999,6.9,7.4
2779,CUB,1999,0.0,0.0,11110004.0,6.7550802230835,1.625,2212.441725,6.7,5.5
2780,CUB,2000,0.0,0.0,11150736.0,7.7048602104187,1.617,2351.493339,6.4,5.3
2781,CUB,2001,0.0,0.0,11186542.0,8.35785007476807,1.6059999999999999,2450.453818,6.3,5.4
2782,CUB,2002,0.0,0.0,11217998.0,9.57120037078857,1.594,2594.844829,6.0,5.9
2783,CUB,2003,0.0,0.0,11244885.0,9.94077968597412,1.5830000000000002,2770.713769,5.8,5.7
2784,CUB,2004,0.0,0.0,11266941.0,10.2682800292969,1.575,2923.0189969999997,5.6,5.9
2785,CUB,2005,0.0,0.0,11284253.0,10.557689666748,1.57,3262.3508239999996,5.3,6.1
2786,CUB,2006,0.0,0.0,11296233.0,9.05729007720947,1.5719999999999998,4038.785701,5.1,5.1
2787,CUB,2007,1.0,0.0,11303687.0,11.8682899475098,1.581,4356.422781,4.9,5.0
2788,CUB,2008,0.0,0.0,11309754.0,14.0590801239014,1.5959999999999999,4573.216026,4.9,4.6
2789,CUB,2009,0.0,0.0,11318602.0,13.1251602172852,1.6159999999999999,4675.641594,4.8,5.0
2790,CUB,2010,0.0,0.0,11333051.0,12.83726978302,1.639,4803.708581,4.7,4.5
2791,CUB,2011,0.0,0.0,11354651.0,,1.663,5150.785147,4.6,4.7
2792,CUB,2012,0.0,0.0,11382146.0,,1.685,5475.477981,4.4,5.5
2793,CUB,2013,0.0,0.0,11412167.0,,1.702,5792.033271,4.4,5.9
2794,CUB,2014,0.0,0.0,11439767.0,,1.713,,4.3,5.2
2795,CUB,2015,0.0,0.0,11461432.0,,1.72,,4.3,5.4
2796,CUB,2016,0.0,0.0,11475982.0,,1.722,,4.2,5.0
2797,CUB,2017,0.0,0.0,,,,,,
2798,CUB,2018,0.0,0.0,,,,,,
2799,CUB,2019,0.0,0.0,,,,,,
2800,CYP,1970,0.0,0.0,613621.0,,2.61,,,
2801,CYP,1971,0.0,0.0,620859.0,,2.5469999999999997,,,
2802,CYP,1972,0.0,0.0,628002.0,,2.491,,,
2803,CYP,1973,3.0,2.0,635111.0,,2.44,,,
2804,CYP,1974,0.0,0.0,642339.0,,2.3930000000000002,,,
2805,CYP,1975,2.0,1.0,649755.0,4.33502006530762,2.352,893.9614475999999,,
2806,CYP,1976,0.0,0.0,657534.0,3.81970000267029,2.323,1020.7847310000001,,
2807,CYP,1977,1.0,1.0,665528.0,3.38548994064331,2.31,1335.7220810000001,,
2808,CYP,1978,2.0,2.0,673251.0,3.31234002113342,2.312,1739.3788769999999,,
2809,CYP,1979,5.0,5.0,680011.0,3.35313010215759,2.3280000000000003,2290.149539,20.8,
2810,CYP,1980,1.0,0.0,685406.0,3.42600989341736,2.354,3771.7658030000002,19.1,
2811,CYP,1981,3.0,2.0,689173.0,3.79132008552551,2.385,3550.5129869999996,17.6,
2812,CYP,1982,1.0,1.0,691702.0,3.73178005218506,2.415,3622.5293950000005,16.1,
2813,CYP,1983,2.0,1.0,694077.0,,2.438,3531.9446659999994,14.7,
2814,CYP,1984,7.0,6.0,697717.0,3.60191011428833,2.4530000000000003,3684.3345590000004,13.4,
2815,CYP,1985,7.0,7.0,703687.0,3.58696007728577,2.458,3875.3309310000004,12.2,
2816,CYP,1986,3.0,3.0,712341.0,3.48897004127502,2.456,4873.864135,11.3,
2817,CYP,1987,10.0,5.0,723380.0,3.4487099647522,2.45,5858.128874,10.7,
2818,CYP,1988,5.0,4.0,736479.0,3.37546992301941,2.4419999999999997,6692.801969,10.3,
2819,CYP,1989,6.0,5.0,751044.0,3.37627005577087,2.43,7053.407590000001,10.1,
2820,CYP,1990,11.0,10.0,766614.0,3.33924007415771,2.411,8464.385156999999,9.9,0.7
2821,CYP,1991,11.0,11.0,783129.0,3.57539010047913,2.381,8516.34477,9.6,0.1
2822,CYP,1992,6.0,6.0,800609.0,3.78029990196228,2.3369999999999997,9892.758432999999,9.3,0.2
2823,CYP,1993,0.0,0.0,818751.0,4.09555006027222,2.278,9224.934014,8.8,0.6
2824,CYP,1994,6.0,5.0,837110.0,4.15996980667114,2.206,10151.18096,8.5,0.8
2825,CYP,1995,3.0,3.0,855384.0,3.78171992301941,2.124,12680.73597,7.9,1.1
2826,CYP,1996,10.0,10.0,873423.0,,2.036,12525.46193,7.4,1.1
2827,CYP,1997,0.0,0.0,891192.0,,1.946,11851.01388,7.0,0.7
2828,CYP,1998,1.0,1.0,908704.0,,1.861,14007.35129,6.5,0.8
2829,CYP,1999,1.0,1.0,926050.0,4.7196798324585,1.7830000000000001,12914.96689,6.1,1.1
2830,CYP,2000,2.0,2.0,943286.0,4.89277982711791,1.716,12050.56215,5.8,0.8
2831,CYP,2001,1.0,0.0,960282.0,5.03351020812988,1.66,12478.44076,5.4,0.7
2832,CYP,2002,0.0,0.0,976966.0,5.4865198135376,1.614,13791.3112,5.0,0.2
2833,CYP,2003,0.0,0.0,993563.0,6.65670013427734,1.5759999999999998,17313.27519,4.7,1.4
2834,CYP,2004,1.0,1.0,1010410.0,6.08196020126343,1.545,20300.52014,4.4,1.6
2835,CYP,2005,0.0,0.0,1027658.0,6.19600009918213,1.52,21456.45427,4.1,1.9
2836,CYP,2006,0.0,0.0,1045509.0,6.22760009765625,1.4980000000000002,22947.142180000003,3.8,1.4
2837,CYP,2007,1.0,1.0,1063712.0,6.25248003005981,1.479,27282.981539999997,3.6,1.2
2838,CYP,2008,0.0,0.0,1081563.0,6.72402000427246,1.4609999999999999,30567.40037,3.3,0.8
2839,CYP,2009,0.0,0.0,1098076.0,7.2062201499939,1.443,27902.68417,3.1,1.7
2840,CYP,2010,0.0,0.0,1112607.0,6.58024978637695,1.4240000000000002,26229.72467,3.0,0.7
2841,CYP,2011,0.0,0.0,1124835.0,6.56237983703613,1.405,28352.270839999997,2.8,0.8
2842,CYP,2012,1.0,0.0,1135062.0,,1.3880000000000001,24504.54817,2.6,1.9
2843,CYP,2013,9.0,8.0,1143896.0,6.4396800994873,1.3730000000000002,22868.23173,2.4,1.0
2844,CYP,2014,5.0,4.0,1152309.0,6.1383900642395,1.36,22509.962219999998,2.3,1.0
2845,CYP,2015,3.0,3.0,1160985.0,,1.35,19572.21828,2.2,1.3
2846,CYP,2016,2.0,1.0,1170125.0,,1.3430000000000002,,2.1,1.1
2847,CYP,2017,0.0,0.0,,,,,,0.6
2848,CYP,2018,0.0,0.0,,,,,,
2849,CYP,2019,0.0,0.0,,,,,,
2850,CZE,1970,0.0,0.0,9858071.0,,1.92,,,
2851,CZE,1971,0.0,0.0,9826815.0,,2.0,,,
2852,CZE,1972,1.0,1.0,9867632.0,,2.09,,,
2853,CZE,1973,0.0,0.0,9922266.0,,2.31,,,
2854,CZE,1974,0.0,0.0,9988459.0,,2.46,,,
2855,CZE,1975,0.0,0.0,10058620.0,,2.43,,,
2856,CZE,1976,0.0,0.0,10125939.0,,2.39,,,
2857,CZE,1977,0.0,0.0,10186755.0,,2.34,,,
2858,CZE,1978,0.0,0.0,10242098.0,,2.33,,,
2859,CZE,1979,0.0,0.0,10292341.0,,2.27,,,
2860,CZE,1980,0.0,0.0,10304193.0,,2.08,,,
2861,CZE,1981,0.0,0.0,10300591.0,,2.0,,13.3,
2862,CZE,1982,0.0,0.0,10314826.0,,2.0,,13.2,
2863,CZE,1983,0.0,0.0,10323856.0,,1.97,,13.1,
2864,CZE,1984,0.0,0.0,10330213.0,,1.97,,12.8,
2865,CZE,1985,0.0,0.0,10337118.0,,1.95,,12.6,
2866,CZE,1986,0.0,0.0,10342227.0,,1.92,,12.1,
2867,CZE,1987,0.0,0.0,10347318.0,,1.91,,11.6,
2868,CZE,1988,0.0,0.0,10355276.0,,1.94,,11.2,
2869,CZE,1989,4.0,3.0,10361068.0,,1.87,,10.7,
2870,CZE,1990,1.0,1.0,10333355.0,,1.9,,10.3,
2871,CZE,1991,1.0,1.0,10308578.0,,1.86,,9.9,
2872,CZE,1992,3.0,1.0,10319123.0,3.79004001617432,1.71,,9.3,
2873,CZE,1993,0.0,0.0,10329855.0,4.19881010055541,1.67,3095.427482,8.7,
2874,CZE,1994,1.0,1.0,10333587.0,4.70934009552002,1.44,3625.628179,7.9,2.0
2875,CZE,1995,3.0,1.0,10327253.0,4.56417989730834,1.28,4496.748704,7.1,1.7
2876,CZE,1996,3.0,3.0,10315241.0,4.29007005691528,1.18,5040.87518,6.4,1.7
2877,CZE,1997,4.0,3.0,10304131.0,,1.17,4582.581295,5.8,1.8
2878,CZE,1998,0.0,0.0,10294373.0,3.60792994499207,1.16,4932.119033,5.2,1.7
2879,CZE,1999,0.0,0.0,10283860.0,3.68879008293152,1.13,4758.232083,4.8,1.7
2880,CZE,2000,0.0,0.0,10255063.0,3.66535997390747,1.15,4508.110645000001,4.5,1.9
2881,CZE,2001,1.0,1.0,10216605.0,3.76072001457214,1.15,4926.965517000001,4.3,1.3
2882,CZE,2002,0.0,0.0,10196916.0,3.98989009857178,1.17,5968.491445000001,4.1,1.4
2883,CZE,2003,1.0,0.0,10193998.0,4.15177011489868,1.18,7290.524354000001,3.9,1.6
2884,CZE,2004,0.0,0.0,10197101.0,4.01743984222412,1.23,8608.893956,3.7,1.3
2885,CZE,2005,0.0,0.0,10211216.0,3.89627003669739,1.29,9978.621299,3.6,1.1
2886,CZE,2006,0.0,0.0,10238905.0,4.22045993804932,1.34,11196.56985,3.3,1.3
2887,CZE,2007,0.0,0.0,10298828.0,3.87684011459351,1.45,13503.24706,3.1,1.2
2888,CZE,2008,2.0,1.0,10384603.0,3.74838995933533,1.51,16506.83783,3.0,1.1
2889,CZE,2009,1.0,1.0,10443936.0,4.18236017227173,1.51,14036.192780000001,2.8,0.9
2890,CZE,2010,0.0,0.0,10474410.0,4.07728004455566,1.51,14047.50358,2.7,1.0
2891,CZE,2011,1.0,0.0,10496088.0,4.27612018585205,1.43,15388.22579,2.6,0.8
2892,CZE,2012,0.0,0.0,10510785.0,4.2507700920105,1.45,14256.442780000001,2.6,1.0
2893,CZE,2013,1.0,1.0,10514272.0,4.08901977539063,1.46,14326.11745,2.5,0.8
2894,CZE,2014,5.0,3.0,10525347.0,,1.53,,2.5,0.8
2895,CZE,2015,4.0,4.0,10546059.0,,1.57,,2.5,0.8
2896,CZE,2016,2.0,1.0,10561633.0,,1.57,,2.5,0.6
2897,CZE,2017,3.0,3.0,,,,,,0.6
2898,CZE,2018,0.0,0.0,,,,,,
2899,CZE,2019,0.0,0.0,,,,,,
2900,DNK,1970,0.0,0.0,4928757.0,6.0531702041626,1.95,2968.7440579999998,13.9,
2901,DNK,1971,0.0,0.0,4963126.0,6.47285985946655,2.04,3282.451545,13.3,
2902,DNK,1972,0.0,0.0,4991596.0,6.53999996185303,2.03,3979.5848880000003,12.5,
2903,DNK,1973,0.0,0.0,5021861.0,6.33097982406616,1.92,5338.995611,11.6,
2904,DNK,1974,0.0,0.0,5045297.0,6.61981010437012,1.9,5798.286491,10.9,
2905,DNK,1975,0.0,0.0,5059862.0,6.75887012481689,1.92,6873.230812000001,10.3,
2906,DNK,1976,0.0,0.0,5072596.0,,1.75,7624.929888,9.7,
2907,DNK,1977,0.0,0.0,5088419.0,5.68859004974365,1.66,8521.724631000001,9.2,
2908,DNK,1978,1.0,1.0,5104248.0,5.76867008209229,1.67,10344.11612,8.8,
2909,DNK,1979,3.0,1.0,5116801.0,5.58945989608765,1.6,11901.088179999999,8.5,
2910,DNK,1980,1.0,1.0,5123027.0,5.93860006332397,1.55,11734.32904,8.3,
2911,DNK,1981,6.0,5.0,5121572.0,,1.44,9993.249604,8.0,
2912,DNK,1982,0.0,0.0,5117810.0,,1.43,9714.829670000001,8.0,
2913,DNK,1983,0.0,0.0,5114297.0,,1.38,9778.08307,7.9,
2914,DNK,1984,0.0,0.0,5111619.0,,1.4,9516.86169,7.9,
2915,DNK,1985,4.0,4.0,5113691.0,,1.45,10078.121640000001,7.9,
2916,DNK,1986,2.0,1.0,5120534.0,5.8600001335144,1.48,14318.44635,8.0,
2917,DNK,1987,2.0,1.0,5127024.0,6.08969020843506,1.5,17725.79151,8.0,
2918,DNK,1988,1.0,1.0,5129516.0,6.35858011245728,1.56,18557.74242,7.9,
2919,DNK,1989,1.0,1.0,5132594.0,5.86478996276855,1.62,17755.47801,7.8,
2920,DNK,1990,0.0,0.0,5140939.0,,1.67,21839.597169999997,7.4,0.8
2921,DNK,1991,1.0,1.0,5154298.0,5.60652017593384,1.68,21681.43415,6.9,1.3
2922,DNK,1992,4.0,4.0,5171370.0,,1.76,23892.40499,6.5,1.2
2923,DNK,1993,0.0,0.0,5188628.0,7.78510999679565,1.75,22445.25614,6.1,1.4
2924,DNK,1994,0.0,0.0,5206180.0,7.47320985794067,1.81,24545.94242,5.7,1.4
2925,DNK,1995,6.0,6.0,5233373.0,7.44576978683472,1.8,29058.484630000003,5.4,1.1
2926,DNK,1996,0.0,0.0,5263074.0,7.87063980102539,1.75,29212.575610000004,5.1,1.3
2927,DNK,1997,0.0,0.0,5284991.0,,1.75,26808.989840000002,5.0,1.7
2928,DNK,1998,0.0,0.0,5304219.0,8.07940959930419,1.72,27436.686139999998,4.8,0.9
2929,DNK,1999,1.0,1.0,5321799.0,7.94088983535767,1.73,27397.06282,4.6,1.0
2930,DNK,2000,0.0,0.0,5339616.0,8.06556034088135,1.77,24802.8638,4.6,1.1
2931,DNK,2001,0.0,0.0,5358783.0,8.22459983825684,1.74,24806.23555,4.5,1.0
2932,DNK,2002,0.0,0.0,5375931.0,8.21461009979248,1.72,26945.057810000002,4.4,0.9
2933,DNK,2003,0.0,0.0,5390574.0,8.10361003875732,1.76,32849.79445,4.3,1.2
2934,DNK,2004,0.0,0.0,5404523.0,8.18589019775391,1.78,38085.25932,4.1,0.8
2935,DNK,2005,0.0,0.0,5419432.0,8.06515026092529,1.8,40273.936539999995,4.0,1.0
2936,DNK,2006,0.0,0.0,5437272.0,7.74031019210815,1.85,43099.12158,3.8,0.5
2937,DNK,2007,0.0,0.0,5461438.0,7.61054992675781,1.84,47980.3312,3.7,0.7
2938,DNK,2008,1.0,1.0,5493621.0,7.48215007781982,1.89,52211.431560000005,3.6,1.0
2939,DNK,2009,0.0,0.0,5523095.0,8.50887966156006,1.84,47528.99953,3.5,0.9
2940,DNK,2010,1.0,1.0,5547683.0,8.61151027679443,1.87,48030.66334,3.4,0.8
2941,DNK,2011,0.0,0.0,5570572.0,8.5629997253418,1.75,51290.758,3.4,0.8
2942,DNK,2012,0.0,0.0,5591572.0,7.29557991027832,1.73,48845.74432,3.4,0.8
2943,DNK,2013,1.0,0.0,5614932.0,8.62710952758789,1.67,51815.98929,3.4,0.9
2944,DNK,2014,0.0,0.0,5643475.0,,1.69,53725.4387,3.5,1.3
2945,DNK,2015,4.0,4.0,5683483.0,,1.71,45643.7617,3.6,1.1
2946,DNK,2016,1.0,1.0,5731118.0,,1.71,45785.719280000005,3.7,1.0
2947,DNK,2017,0.0,0.0,,,,,,1.2
2948,DNK,2018,0.0,0.0,,,,,,
2949,DNK,2019,0.0,0.0,,,,,,
2950,DJI,1970,0.0,0.0,159659.0,,6.803999999999999,,,
2951,DJI,1971,0.0,0.0,169372.0,,6.8229999999999995,,,
2952,DJI,1972,0.0,0.0,179224.0,,6.83,,,
2953,DJI,1973,0.0,0.0,190568.0,,6.8229999999999995,,,
2954,DJI,1974,0.0,0.0,205181.0,,6.803,,,
2955,DJI,1975,0.0,0.0,224183.0,,6.77,,,
2956,DJI,1976,0.0,0.0,248556.0,,6.729,,129.9,
2957,DJI,1977,1.0,1.0,277479.0,,6.685,,126.5,
2958,DJI,1978,0.0,0.0,308008.0,,6.638999999999999,,123.2,
2959,DJI,1979,1.0,1.0,336085.0,,6.596,,120.0,
2960,DJI,1980,0.0,0.0,358960.0,,6.553999999999999,,117.1,
2961,DJI,1981,0.0,0.0,374937.0,,6.513,,114.1,
2962,DJI,1982,0.0,0.0,385271.0,,6.471,,111.0,
2963,DJI,1983,0.0,0.0,393802.0,,6.426,,108.2,
2964,DJI,1984,0.0,0.0,406017.0,,6.377999999999999,,105.4,
2965,DJI,1985,0.0,0.0,425613.0,,6.327999999999999,,102.5,
2966,DJI,1986,0.0,0.0,454361.0,,6.28,,99.9,
2967,DJI,1987,1.0,1.0,490330.0,,6.234,,97.4,
2968,DJI,1988,2.0,2.0,528999.0,,6.188,,95.2,
2969,DJI,1989,0.0,0.0,563864.0,,6.1370000000000005,,93.2,
2970,DJI,1990,1.0,1.0,590398.0,,6.0729999999999995,,91.4,
2971,DJI,1991,1.0,1.0,606844.0,,5.986000000000001,754.5488745,89.9,
2972,DJI,1992,6.0,6.0,615054.0,,5.869,769.9534817000001,88.5,
2973,DJI,1993,0.0,0.0,618495.0,,5.721,756.8812613,87.3,
2974,DJI,1994,2.0,2.0,622366.0,,5.546,763.4894231000001,86.2,
2975,DJI,1995,2.0,2.0,630388.0,,5.352,765.5070187000001,85.2,
2976,DJI,1996,0.0,0.0,643682.0,,5.152,731.2320771000001,84.2,
2977,DJI,1997,1.0,1.0,660953.0,,4.958,722.5160296,83.1,
2978,DJI,1998,0.0,0.0,680612.0,,4.78,709.4294526000001,82.1,
2979,DJI,1999,0.0,0.0,700099.0,7.62947988510132,4.622,729.6803152000001,80.8,
2980,DJI,2000,0.0,0.0,717584.0,9.6599998474121,4.484,735.8269958999999,79.4,
2981,DJI,2001,0.0,0.0,732711.0,7.78481006622314,4.359,740.9870012,77.8,
2982,DJI,2002,0.0,0.0,746221.0,8.45201015472412,4.24,753.3694158,76.2,
2983,DJI,2003,0.0,0.0,758615.0,8.85385036468506,4.118,827.2360281,74.5,
2984,DJI,2004,1.0,1.0,770752.0,9.2941198348999,3.9939999999999998,884.0248088999999,72.9,
2985,DJI,2005,0.0,0.0,783254.0,8.36184024810791,3.867,921.4016446,71.1,
2986,DJI,2006,0.0,0.0,796208.0,8.2573299407959,3.739,,69.4,
2987,DJI,2007,0.0,0.0,809402.0,8.38916015625,3.617,,67.6,
2988,DJI,2008,0.0,0.0,822934.0,,3.502,,65.9,
2989,DJI,2009,0.0,0.0,836840.0,,3.397,,64.2,
2990,DJI,2010,0.0,0.0,851146.0,4.48079013824463,3.301,,62.5,
2991,DJI,2011,0.0,0.0,865937.0,,3.213,,60.9,
2992,DJI,2012,0.0,0.0,881185.0,,3.1310000000000002,,59.3,
2993,DJI,2013,0.0,0.0,896688.0,,3.055,,57.8,
2994,DJI,2014,1.0,1.0,912164.0,,2.9819999999999998,,56.4,
2995,DJI,2015,1.0,1.0,927414.0,,2.9130000000000003,,54.9,
2996,DJI,2016,0.0,0.0,942333.0,,2.847,,53.5,
2997,DJI,2017,1.0,1.0,,,,,,
2998,DJI,2018,0.0,0.0,,,,,,
2999,DJI,2019,0.0,0.0,,,,,,
3000,DMA,1970,0.0,0.0,71073.0,,,,44.5,
3001,DMA,1971,0.0,0.0,71569.0,,,,40.7,
3002,DMA,1972,0.0,0.0,71734.0,,5.5,,36.5,
3003,DMA,1973,0.0,0.0,71744.0,,,,32.3,
3004,DMA,1974,0.0,0.0,71807.0,,,,28.3,
3005,DMA,1975,0.0,0.0,72094.0,,,,24.8,
3006,DMA,1976,0.0,0.0,72642.0,,,,21.8,
3007,DMA,1977,0.0,0.0,73411.0,,,,19.4,
