,Code,Year,incidents,successes,Population,EducationPctGdp,FertilityRate,IncomePerCapita,InfantMortality,Homicidesper100k
0,AFG,1970,0.0,0.0,11126123.0,,7.45,150.5673375,204.8,
1,AFG,1971,0.0,0.0,11417825.0,1.16035997867584,7.45,153.663587,201.0,
2,AFG,1972,0.0,0.0,11721940.0,1.11717998981476,7.45,130.8473597,197.0,
3,AFG,1973,1.0,0.0,12027822.0,1.42788004875183,7.45,138.2717695,193.1,
4,AFG,1974,0.0,0.0,12321541.0,,7.45,167.5078689,188.8,
5,AFG,1975,0.0,0.0,12590286.0,1.30332005023956,7.45,178.6355515,184.7,
6,AFG,1976,0.0,0.0,12840299.0,,7.45,189.1131622,180.6,
7,AFG,1977,0.0,0.0,13067538.0,,7.449,214.7444372,176.3,
8,AFG,1978,0.0,0.0,13237734.0,,7.449,236.9159463,172.0,
9,AFG,1979,3.0,3.0,13306695.0,1.73397994041443,7.449,263.6614699,167.7,
10,AFG,1980,0.0,0.0,13248370.0,1.83639001846313,7.449,259.3380141,163.3,
11,AFG,1981,0.0,0.0,13053954.0,1.90443003177643,7.449,252.11076839999998,158.9,
12,AFG,1982,0.0,0.0,12749645.0,1.73198997974396,7.45,,154.4,
13,AFG,1983,0.0,0.0,12389269.0,,7.452000000000001,,149.8,
14,AFG,1984,0.0,0.0,12047115.0,,7.455,,145.6,
15,AFG,1985,0.0,0.0,11783050.0,,7.457999999999999,,141.3,
16,AFG,1986,0.0,0.0,11601041.0,,7.46,,137.0,
17,AFG,1987,1.0,1.0,11502761.0,,7.461,,132.7,
18,AFG,1988,11.0,11.0,11540888.0,,7.461,,128.5,
19,AFG,1989,10.0,6.0,11777609.0,,7.461,,124.3,
20,AFG,1990,2.0,2.0,12249114.0,,7.466,,120.2,
21,AFG,1991,30.0,30.0,12993657.0,,7.479,,116.4,
22,AFG,1992,36.0,29.0,13981231.0,,7.502000000000001,,112.9,
23,AFG,1993,0.0,0.0,15095099.0,,7.535,,109.5,
24,AFG,1994,9.0,9.0,16172719.0,,7.572,,106.3,
25,AFG,1995,6.0,5.0,17099541.0,,7.606,,103.3,
26,AFG,1996,4.0,3.0,17822884.0,,7.63,,100.5,
27,AFG,1997,1.0,1.0,18381605.0,,7.635,,97.9,
28,AFG,1998,1.0,1.0,18863999.0,,7.6160000000000005,,95.4,
29,AFG,1999,9.0,9.0,19403676.0,,7.569,,93.1,
30,AFG,2000,14.0,14.0,20093756.0,,7.494,,90.8,
31,AFG,2001,14.0,14.0,20966463.0,,7.392,106.8128139,88.4,
32,AFG,2002,38.0,28.0,21979923.0,,7.271,169.8841288,86.1,
33,AFG,2003,100.0,93.0,23064851.0,,7.136,178.7250741,83.6,
34,AFG,2004,88.0,79.0,24118979.0,,6.9879999999999995,196.1998917,81.1,
35,AFG,2005,155.0,150.0,25070798.0,,6.827000000000001,225.79861499999998,78.5,
36,AFG,2006,282.0,273.0,25893450.0,,6.651,245.1461538,76.0,
37,AFG,2007,341.0,336.0,26616792.0,,6.46,331.32549930000005,73.4,
38,AFG,2008,414.0,385.0,27294031.0,,6.254,331.2271678,70.8,
39,AFG,2009,503.0,477.0,28004331.0,,6.037999999999999,395.5679021,68.2,4.0
40,AFG,2010,542.0,497.0,28803167.0,3.46148991584778,5.816,486.9793222,65.7,3.4
41,AFG,2011,421.0,397.0,29708599.0,3.43914008140564,5.595,535.3307235000001,63.3,4.1
42,AFG,2012,1469.0,1344.0,30696958.0,2.5275399684906,5.38,590.4566662000001,61.0,6.3
43,AFG,2013,1443.0,1333.0,31731688.0,3.48140001296997,5.1739999999999995,559.223161,58.8,
44,AFG,2014,1824.0,1665.0,32758020.0,3.78028011322021,4.981,548.5265822,56.8,
45,AFG,2015,1928.0,1627.0,33736494.0,3.31753993034363,4.802,494.2921982,54.9,10.0
46,AFG,2016,1617.0,1210.0,34656032.0,,4.635,489.7756091,53.2,6.6
47,AFG,2017,1414.0,1109.0,,,,,,7.1
48,AFG,2018,0.0,0.0,,,,,,
49,AFG,2019,0.0,0.0,,,,,,
100,ALB,1970,0.0,0.0,2135479.0,,4.91,,,
101,ALB,1971,0.0,0.0,2187853.0,,4.775,,,
102,ALB,1972,0.0,0.0,2243126.0,,4.6419999999999995,,,
103,ALB,1973,0.0,0.0,2296752.0,,4.5089999999999995,,,
104,ALB,1974,0.0,0.0,2350124.0,,4.373,,,
105,ALB,1975,0.0,0.0,2404831.0,,4.235,,,
106,ALB,1976,0.0,0.0,2458526.0,,4.099,,,
107,ALB,1977,0.0,0.0,2513546.0,,3.966,,,
108,ALB,1978,0.0,0.0,2566266.0,,3.841,,72.7,
109,ALB,1979,0.0,0.0,2617832.0,,3.725,,68.0,
110,ALB,1980,0.0,0.0,2671997.0,,3.6210000000000004,,63.4,
111,ALB,1981,1.0,1.0,2726056.0,,3.53,,59.1,
112,ALB,1982,0.0,0.0,2784278.0,,3.452,,55.4,
113,ALB,1983,0.0,0.0,2843960.0,,3.383,,51.7,
114,ALB,1984,0.0,0.0,2904429.0,,3.323,519.8238187,48.4,
115,ALB,1985,0.0,0.0,2964762.0,,3.2689999999999997,522.3605453,45.3,
116,ALB,1986,0.0,0.0,3022635.0,,3.217,624.3746065,42.5,
117,ALB,1987,0.0,0.0,3083605.0,,3.1639999999999997,595.0007801,40.1,
118,ALB,1988,0.0,0.0,3142336.0,,3.108,575.7327444,38.0,
119,ALB,1989,0.0,0.0,3227943.0,,3.0460000000000003,611.5528435,36.2,
120,ALB,1990,1.0,1.0,3286542.0,,2.978,539.5648334,34.7,
121,ALB,1991,1.0,1.0,3266790.0,,2.905,290.3006411,33.3,
122,ALB,1992,3.0,2.0,3247039.0,,2.8289999999999997,175.5259872,32.1,4.0
123,ALB,1993,0.0,0.0,3227287.0,,2.7510000000000003,341.923968,31.0,6.0
124,ALB,1994,2.0,2.0,3207536.0,3.2632999420166,2.6719999999999997,571.3529041,30.0,3.6
125,ALB,1995,0.0,0.0,3187784.0,3.76044011116028,2.591,717.6025496,28.9,8.3
126,ALB,1996,6.0,4.0,3168033.0,2.97976994514465,2.5069999999999997,1000.438491,27.7,8.8
127,ALB,1997,41.0,35.0,3148281.0,3.23612999916077,2.4219999999999997,705.1624706,26.6,43.1
128,ALB,1998,7.0,7.0,3128530.0,3.32811999320984,2.334,820.0122690000001,25.4,21.3
129,ALB,1999,3.0,3.0,3108778.0,3.37668991088867,2.246,1042.310201,24.2,17.1
130,ALB,2000,2.0,1.0,3089027.0,3.28718996047974,2.157,1120.1423300000001,23.1,4.2
131,ALB,2001,1.0,1.0,3060173.0,3.34271001815796,2.068,1265.0396269999999,22.0,7.0
132,ALB,2002,0.0,0.0,3051010.0,3.05521988868713,1.9809999999999999,1369.5056769999999,20.9,6.9
133,ALB,2003,1.0,0.0,3039616.0,3.06469988822937,1.8969999999999998,1784.39647,20.0,5.3
134,ALB,2004,0.0,0.0,3026939.0,3.17017006874084,1.821,2274.730598,19.0,4.2
135,ALB,2005,0.0,0.0,3011487.0,3.23791003227234,1.754,2535.1648059999998,18.2,5.0
136,ALB,2006,0.0,0.0,2992547.0,3.15793991088867,1.703,2838.874385,17.4,3.1
137,ALB,2007,0.0,0.0,2970017.0,3.26756000518799,1.6680000000000001,3343.591615,16.7,3.5
138,ALB,2008,0.0,0.0,2947314.0,,1.65,3961.3191549999997,16.0,3.1
139,ALB,2009,1.0,1.0,2927519.0,,1.646,3622.890286,15.4,2.9
140,ALB,2010,0.0,0.0,2913021.0,,1.653,3530.054028,14.8,4.3
141,ALB,2011,0.0,0.0,2905195.0,,1.6680000000000001,3850.7661759999996,14.3,4.9
142,ALB,2012,0.0,0.0,2900401.0,,1.685,3641.1927659999997,13.8,5.4
143,ALB,2013,1.0,0.0,2895092.0,3.53943991661072,1.7,3866.501647,13.3,4.2
144,ALB,2014,2.0,2.0,2889104.0,,1.71,3937.2223719999997,12.9,4.0
145,ALB,2015,4.0,1.0,2880703.0,,1.714,3458.725714,12.5,2.8
146,ALB,2016,2.0,1.0,2876101.0,,1.713,3606.9038509999996,12.0,3.4
147,ALB,2017,1.0,1.0,,,,,,2.3
148,ALB,2018,0.0,0.0,,,,,,
149,ALB,2019,0.0,0.0,,,,,,
150,DZA,1970,0.0,0.0,14550034.0,,7.643,297.7325771,145.6,
151,DZA,1971,0.0,0.0,14960109.0,,7.624,306.4746315,143.2,
152,DZA,1972,1.0,1.0,15377093.0,,7.597,400.0646005,140.2,
153,DZA,1973,0.0,0.0,15804428.0,,7.558,493.74898279999996,136.6,
154,DZA,1974,0.0,0.0,16247113.0,,7.505,657.0422036,132.5,
155,DZA,1975,0.0,0.0,16709099.0,,7.434,759.449174,128.1,
156,DZA,1976,1.0,1.0,17190239.0,,7.343999999999999,816.2278689,123.4,
157,DZA,1977,0.0,0.0,17690184.0,,7.234,930.2732728,118.5,
158,DZA,1978,1.0,0.0,18212326.0,,7.105,1161.266717,113.2,
159,DZA,1979,1.0,1.0,18760761.0,7.18744993209839,6.957000000000001,1191.748848,107.5,
160,DZA,1980,0.0,0.0,19337715.0,6.57717990875244,6.794,1551.445201,101.1,
161,DZA,1981,0.0,0.0,19943664.0,,6.617000000000001,1749.1659120000002,93.7,
162,DZA,1982,0.0,0.0,20575701.0,,6.43,1775.3786710000002,85.5,
163,DZA,1983,0.0,0.0,21228289.0,,6.237,1871.96365,76.2,
164,DZA,1984,0.0,0.0,21893853.0,,6.037999999999999,2009.255809,67.0,
165,DZA,1985,0.0,0.0,22565905.0,,5.835,2095.172497,58.9,
166,DZA,1986,0.0,0.0,23241272.0,,5.627000000000001,2328.533355,52.7,
167,DZA,1987,0.0,0.0,23917897.0,,5.412000000000001,2340.167589,48.0,
168,DZA,1988,0.0,0.0,24591492.0,,5.191,2023.036342,44.9,
169,DZA,1989,0.0,0.0,25257672.0,,4.962,1844.6096530000002,42.8,
170,DZA,1990,2.0,1.0,25912367.0,,4.726,1970.889454,41.4,
171,DZA,1991,30.0,29.0,26554329.0,,4.479,1421.799715,40.3,
172,DZA,1992,215.0,181.0,27181094.0,,4.223,1511.051566,39.4,
173,DZA,1993,0.0,0.0,27786259.0,,3.9619999999999997,1511.3482720000002,38.6,
174,DZA,1994,227.0,215.0,28362253.0,,3.702,1252.684806,37.7,
175,DZA,1995,185.0,170.0,28904298.0,,3.448,1196.879516,36.9,
176,DZA,1996,129.0,127.0,29411415.0,,3.208,1280.552808,36.1,
177,DZA,1997,344.0,338.0,29886839.0,,2.988,1332.610467,35.4,
178,DZA,1998,151.0,147.0,30335732.0,,2.7960000000000003,1348.7447849999999,34.8,
179,DZA,1999,106.0,105.0,30765613.0,,2.635,1309.1333769999999,34.4,
180,DZA,2000,138.0,136.0,31183660.0,,2.5140000000000002,1420.982192,33.9,
181,DZA,2001,113.0,110.0,31592153.0,,2.438,1435.3823849999999,33.3,
182,DZA,2002,132.0,128.0,31995046.0,,2.403,1451.176228,32.4,
183,DZA,2003,75.0,71.0,32403514.0,,2.405,1678.277605,31.3,2.0
184,DZA,2004,67.0,65.0,32831096.0,,2.438,2031.0889809999999,30.1,1.4
185,DZA,2005,104.0,95.0,33288437.0,,2.497,2289.672854,28.8,0.6
186,DZA,2006,152.0,139.0,33777915.0,,2.575,2544.8145280000003,27.6,0.9
187,DZA,2007,124.0,102.0,34300076.0,,2.662,3022.8920780000003,26.4,0.8
188,DZA,2008,107.0,95.0,34860715.0,4.35424995422363,2.7489999999999997,3774.178952,25.3,0.9
189,DZA,2009,108.0,102.0,35465760.0,,2.8280000000000003,3124.526743,24.3,0.8
190,DZA,2010,100.0,94.0,36117637.0,,2.889,3649.6512850000004,23.5,0.7
191,DZA,2011,15.0,10.0,36819558.0,,2.925,4315.6337189999995,22.9,0.8
192,DZA,2012,41.0,39.0,37565847.0,,2.9360000000000004,4414.404335,22.4,1.4
193,DZA,2013,22.0,21.0,38338562.0,,2.924,4343.721225,22.2,1.3
194,DZA,2014,13.0,12.0,39113313.0,,2.89,4337.86877,22.0,1.5
195,DZA,2015,16.0,13.0,39871528.0,,2.839,3384.932387,21.9,1.4
196,DZA,2016,9.0,6.0,40606052.0,,2.7760000000000002,3093.414295,21.6,
197,DZA,2017,14.0,7.0,,,,,,
198,DZA,2018,0.0,0.0,,,,,,
199,DZA,2019,0.0,0.0,,,,,,
250,AND,1970,0.0,0.0,24276.0,,,,,
251,AND,1971,0.0,0.0,25559.0,,,,,
252,AND,1972,0.0,0.0,26892.0,,,,,
253,AND,1973,0.0,0.0,28232.0,,,,,
254,AND,1974,1.0,1.0,29520.0,,,,,
255,AND,1975,0.0,0.0,30705.0,,,,,
256,AND,1976,0.0,0.0,31777.0,,,,,
257,AND,1977,0.0,0.0,32771.0,,,,,
258,AND,1978,0.0,0.0,33737.0,,,,,
259,AND,1979,0.0,0.0,34818.0,,,,,
260,AND,1980,0.0,0.0,36067.0,,,,,
261,AND,1981,0.0,0.0,37500.0,,,,,
262,AND,1982,0.0,0.0,39114.0,,,,,
263,AND,1983,0.0,0.0,40867.0,,,,,
264,AND,1984,0.0,0.0,42706.0,,,,,
265,AND,1985,0.0,0.0,44600.0,,,,10.6,
266,AND,1986,0.0,0.0,46517.0,,,,9.8,
267,AND,1987,0.0,0.0,48455.0,,,,9.2,
268,AND,1988,0.0,0.0,50434.0,,,,8.5,
269,AND,1989,0.0,0.0,52448.0,,,,7.9,
270,AND,1990,0.0,0.0,54509.0,,,,7.4,
271,AND,1991,0.0,0.0,56671.0,,,,6.8,
272,AND,1992,0.0,0.0,58888.0,,,,6.3,
273,AND,1993,0.0,0.0,60971.0,,,,5.9,
274,AND,1994,0.0,0.0,62677.0,,,,5.5,
275,AND,1995,0.0,0.0,63850.0,,,,5.2,
276,AND,1996,0.0,0.0,64360.0,,,,4.9,
277,AND,1997,0.0,0.0,64327.0,3.71327996253967,,,4.6,
278,AND,1998,0.0,0.0,64142.0,,,,4.3,
279,AND,1999,0.0,0.0,64370.0,,,,4.2,
280,AND,2000,0.0,0.0,65390.0,,,,4.0,
281,AND,2001,0.0,0.0,67341.0,,,,3.8,
282,AND,2002,0.0,0.0,70049.0,1.6968400478363,,,3.7,
283,AND,2003,0.0,0.0,73182.0,,,,3.6,
284,AND,2004,0.0,0.0,76244.0,1.53253996372223,,,3.5,1.3
285,AND,2005,0.0,0.0,78867.0,1.60025000572205,,,3.3,
286,AND,2006,0.0,0.0,80991.0,2.19398999214172,1.24,,3.3,
287,AND,2007,0.0,0.0,82683.0,2.074049949646,1.18,,3.2,0.0
288,AND,2008,0.0,0.0,83861.0,2.93457007408142,1.25,,3.1,1.2
289,AND,2009,0.0,0.0,84462.0,3.16387009620667,1.19,,3.0,0.0
290,AND,2010,0.0,0.0,84449.0,3.06579995155334,1.27,,2.9,0.0
291,AND,2011,0.0,0.0,83751.0,3.15889000892639,,,2.9,1.2
292,AND,2012,0.0,0.0,82431.0,,,,2.8,0.0
293,AND,2013,0.0,0.0,80788.0,2.46257996559143,,,2.7,0.0
294,AND,2014,0.0,0.0,79223.0,2.99780988693237,,,2.6,0.0
295,AND,2015,0.0,0.0,78014.0,3.25367999076843,,,2.5,0.0
296,AND,2016,0.0,0.0,77281.0,,,,2.4,
297,AND,2017,0.0,0.0,,,,,,
298,AND,2018,0.0,0.0,,,,,,
299,AND,2019,0.0,0.0,,,,,,
300,AGO,1970,0.0,0.0,6776381.0,,7.601,,,
301,AGO,1971,0.0,0.0,6927269.0,,7.603,,,
302,AGO,1972,0.0,0.0,7094834.0,,7.606,,,
303,AGO,1973,0.0,0.0,7277960.0,,7.611000000000001,,,
304,AGO,1974,0.0,0.0,7474338.0,,7.614,,,
305,AGO,1975,0.0,0.0,7682479.0,,7.615,,,
306,AGO,1976,0.0,0.0,7900997.0,,7.609,,,
307,AGO,1977,1.0,1.0,8130988.0,,7.593999999999999,,,
308,AGO,1978,2.0,2.0,8376147.0,,7.571000000000001,,,
309,AGO,1979,3.0,3.0,8641521.0,,7.54,,,
310,AGO,1980,0.0,0.0,8929900.0,,7.504,,139.7,
311,AGO,1981,1.0,1.0,9244507.0,,7.468999999999999,,138.0,
312,AGO,1982,2.0,2.0,9582156.0,,7.438,,136.2,
313,AGO,1983,7.0,7.0,9931562.0,,7.412999999999999,,134.6,
314,AGO,1984,11.0,11.0,10277321.0,,7.394,,133.2,
315,AGO,1985,6.0,6.0,10609042.0,4.62200021743774,7.38,390.8967401,132.3,
316,AGO,1986,5.0,5.0,10921037.0,6.05450010299683,7.3660000000000005,406.9262451,131.5,
317,AGO,1987,3.0,3.0,11218268.0,6.11749982833862,7.349,353.1213113,131.1,
318,AGO,1988,12.0,12.0,11513968.0,,7.324,337.7341722,130.8,
319,AGO,1989,12.0,12.0,11827237.0,,7.291,498.14680489999995,130.7,
320,AGO,1990,205.0,201.0,12171441.0,,7.247000000000001,419.0571471,130.9,
321,AGO,1991,16.0,14.0,12553446.0,,7.193,461.8442615,131.2,
322,AGO,1992,50.0,47.0,12968345.0,,7.13,2.128149855,131.6,
323,AGO,1993,0.0,0.0,13403734.0,,7.063,7.18168832,132.0,
324,AGO,1994,9.0,9.0,13841301.0,,6.992000000000001,-51.561645500000004,132.2,
325,AGO,1995,10.0,9.0,14268994.0,,6.922000000000001,45.56075769,132.0,
326,AGO,1996,4.0,4.0,14682284.0,,6.854,74.23337232,131.2,
327,AGO,1997,7.0,7.0,15088981.0,,6.791,109.3019068,129.9,
328,AGO,1998,20.0,20.0,15504318.0,2.5914900302887,6.734,140.55620430000002,128.1,
329,AGO,1999,34.0,33.0,15949766.0,,6.683,15.42949424,125.8,
330,AGO,2000,22.0,22.0,16440924.0,2.60753011703491,6.638999999999999,-15.04187229,122.9,
331,AGO,2001,40.0,39.0,16983266.0,,6.602,83.42821067,119.6,
332,AGO,2002,6.0,6.0,17572649.0,,6.568,224.8884992,115.8,
333,AGO,2003,0.0,0.0,18203369.0,,6.5360000000000005,267.7905839,111.3,
334,AGO,2004,0.0,0.0,18865716.0,,6.502000000000001,281.2759143,106.6,
335,AGO,2005,0.0,0.0,19552542.0,2.77712988853455,6.465,226.4059786,101.5,
336,AGO,2006,0.0,0.0,20262399.0,2.85844993591309,6.42,453.7575313,96.3,
337,AGO,2007,0.0,0.0,20997687.0,,6.367999999999999,629.2704432999999,90.9,
338,AGO,2008,0.0,0.0,21759420.0,,6.307,251.732843,85.6,
339,AGO,2009,1.0,1.0,22549547.0,,6.2379999999999995,902.6093382000001,80.3,
340,AGO,2010,2.0,2.0,23369131.0,3.47622990608215,6.162000000000001,1095.241414,75.4,
341,AGO,2011,0.0,0.0,24218565.0,,6.082000000000001,1219.032021,70.7,4.4
342,AGO,2012,0.0,0.0,25096150.0,,6.0,1492.1198259999999,66.5,4.8
343,AGO,2013,0.0,0.0,25998340.0,,5.92,1853.506007,62.7,
344,AGO,2014,0.0,0.0,26920466.0,,5.841,2091.133487,59.5,
345,AGO,2015,0.0,0.0,27859305.0,,5.766,2062.581538,56.9,
346,AGO,2016,2.0,1.0,28813463.0,,5.694,1777.4484100000002,54.6,
347,AGO,2017,6.0,6.0,,,,,,
348,AGO,2018,0.0,0.0,,,,,,
349,AGO,2019,0.0,0.0,,,,,,
450,ATG,1970,0.0,0.0,67098.0,,3.6839999999999997,,,
451,ATG,1971,0.0,0.0,68188.0,,3.517,,,
452,ATG,1972,0.0,0.0,69176.0,,3.3280000000000003,,,
453,ATG,1973,0.0,0.0,70066.0,,3.122,,,
454,ATG,1974,0.0,0.0,70878.0,,2.908,,,
455,ATG,1975,0.0,0.0,71609.0,,2.701,,,
456,ATG,1976,0.0,0.0,72285.0,,2.5140000000000002,,,
457,ATG,1977,0.0,0.0,72875.0,,2.358,,,
458,ATG,1978,0.0,0.0,73324.0,,2.239,,,
459,ATG,1979,0.0,0.0,73528.0,,2.1590000000000003,,,
460,ATG,1980,0.0,0.0,73442.0,,2.115,,,
461,ATG,1981,0.0,0.0,73066.0,,2.0980000000000003,,,
462,ATG,1982,0.0,0.0,72448.0,,2.096,,,
463,ATG,1983,0.0,0.0,71639.0,,2.0980000000000003,,,
464,ATG,1984,0.0,0.0,70725.0,,2.0980000000000003,,,
465,ATG,1985,0.0,0.0,69782.0,,2.092,,34.2,
466,ATG,1986,0.0,0.0,68809.0,,2.082,,32.0,
467,ATG,1987,0.0,0.0,67845.0,,2.07,,30.1,
468,ATG,1988,0.0,0.0,67058.0,,2.062,,28.2,
469,ATG,1989,0.0,0.0,66627.0,,2.0580000000000003,,26.5,
470,ATG,1990,0.0,0.0,66696.0,,2.061,,24.9,1.5
471,ATG,1991,0.0,0.0,67307.0,,2.073,,23.3,4.5
472,ATG,1992,1.0,1.0,68427.0,,2.096,,21.9,2.9
473,ATG,1993,0.0,0.0,69938.0,,2.128,,20.4,5.7
474,ATG,1994,0.0,0.0,71719.0,,2.166,,19.2,7.0
475,ATG,1995,0.0,0.0,73619.0,,2.208,,18.0,9.5
476,ATG,1996,0.0,0.0,75628.0,,2.248,,16.9,4.0
477,ATG,1997,0.0,0.0,77739.0,,2.281,,15.8,1.3
478,ATG,1998,0.0,0.0,79851.0,,2.3040000000000003,,14.9,
479,ATG,1999,0.0,0.0,81831.0,3.23707008361816,2.316,,13.9,
480,ATG,2000,0.0,0.0,83584.0,,2.316,,13.1,6.0
481,ATG,2001,0.0,0.0,85057.0,,2.305,,12.3,8.2
482,ATG,2002,0.0,0.0,86266.0,3.44538998603821,2.2880000000000003,,11.7,5.8
483,ATG,2003,0.0,0.0,87293.0,,2.2680000000000002,,11.1,5.7
484,ATG,2004,0.0,0.0,88257.0,,2.246,,10.5,4.5
485,ATG,2005,0.0,0.0,89253.0,,2.224,,9.9,3.4
486,ATG,2006,0.0,0.0,90301.0,,2.2030000000000003,,9.4,12.2
487,ATG,2007,0.0,0.0,91381.0,,2.1830000000000003,,8.9,18.6
488,ATG,2008,0.0,0.0,92478.0,,2.164,,8.4,17.3
489,ATG,2009,0.0,0.0,93581.0,2.55447006225586,2.146,,7.9,17.1
490,ATG,2010,0.0,0.0,94661.0,,2.13,,7.4,6.3
491,ATG,2011,0.0,0.0,95719.0,,2.115,,6.9,
492,ATG,2012,0.0,0.0,96777.0,,2.102,,6.5,10.3
493,ATG,2013,0.0,0.0,97824.0,,2.089,,6.1,
494,ATG,2014,0.0,0.0,98875.0,,2.076,,5.7,
495,ATG,2015,0.0,0.0,99923.0,,2.063,,5.3,
496,ATG,2016,0.0,0.0,100963.0,,2.051,,5.1,
497,ATG,2017,0.0,0.0,,,,,,
498,ATG,2018,0.0,0.0,,,,,,
499,ATG,2019,0.0,0.0,,,,,,
500,ARG,1970,21.0,21.0,23973058.0,1.4580899477005,3.073,1195.191954,59.4,
501,ARG,1971,7.0,7.0,24366439.0,,3.1039999999999996,1304.8305890000001,58.7,
502,ARG,1972,20.0,14.0,24782949.0,1.93620002269745,3.148,1299.440586,57.8,
503,ARG,1973,60.0,56.0,25213388.0,1.78051996231079,3.2030000000000003,1971.027932,56.7,
504,ARG,1974,71.0,69.0,25644506.0,1.92351996898651,3.264,2652.003868,55.2,
505,ARG,1975,38.0,36.0,26066975.0,1.84360003471375,3.321,1899.230507,53.1,
506,ARG,1976,54.0,49.0,26477152.0,1.16563999652863,3.366,1789.8094579999997,50.5,
507,ARG,1977,17.0,16.0,26878565.0,1.71984004974365,3.391,1942.6290920000001,47.3,
508,ARG,1978,25.0,22.0,27277741.0,1.93554997444153,3.391,1951.196668,43.9,
509,ARG,1979,16.0,12.0,27684534.0,2.4002799987793,3.3680000000000003,2231.522073,40.5,
510,ARG,1980,6.0,4.0,28105888.0,2.60715007781982,3.325,2414.597731,37.5,
511,ARG,1981,2.0,2.0,28543364.0,,3.27,2405.880341,34.7,
512,ARG,1982,9.0,9.0,28993987.0,1.59786999225616,3.213,2475.942761,32.4,
513,ARG,1983,18.0,12.0,29454738.0,1.61749994754791,3.1630000000000003,3014.43653,30.4,
514,ARG,1984,46.0,38.0,29920904.0,2.56972002983093,3.123,2257.998207,28.7,
515,ARG,1985,43.0,39.0,30388783.0,1.36186003684998,3.093,2479.274899,27.4,
516,ARG,1986,33.0,31.0,30857244.0,1.261549949646,3.073,3164.769678,26.4,
517,ARG,1987,80.0,72.0,31326473.0,1.28229999542236,3.056,3094.315225,25.9,
518,ARG,1988,33.0,28.0,31795517.0,,3.037,3487.5112659999995,25.7,
519,ARG,1989,32.0,27.0,32263561.0,1.04612004756927,3.016,1929.283049,25.6,
520,ARG,1990,31.0,26.0,32729739.0,1.06737995147705,2.989,3713.7328079999997,25.5,
521,ARG,1991,27.0,21.0,33193918.0,,2.9539999999999997,5086.328704,25.1,
522,ARG,1992,41.0,38.0,33655151.0,,2.9130000000000003,6172.4011439999995,24.4,
523,ARG,1993,0.0,0.0,34110917.0,,2.866,6338.668845,23.6,
524,ARG,1994,14.0,12.0,34558115.0,,2.815,6773.744790000001,22.6,
525,ARG,1995,16.0,11.0,34994814.0,,2.762,6605.785385,21.6,
526,ARG,1996,19.0,10.0,35419682.0,3.73403000831604,2.7110000000000003,6863.789042,20.6,
527,ARG,1997,11.0,10.0,35833969.0,,2.6639999999999997,7122.696151,19.7,
528,ARG,1998,0.0,0.0,36241590.0,4.0391697883606,2.623,7193.568354000001,18.8,
529,ARG,1999,1.0,1.0,36648068.0,4.51408004760742,2.589,6641.347892,18.0,
530,ARG,2000,0.0,0.0,37057452.0,4.58360004425049,2.5610000000000004,6530.061443,17.3,
531,ARG,2001,2.0,2.0,37471509.0,4.82828998565674,2.537,6073.10801,16.7,
532,ARG,2002,0.0,0.0,37889370.0,4.01195001602173,2.516,1929.413754,16.2,
533,ARG,2003,1.0,1.0,38309379.0,3.53419995307922,2.495,2628.248069,15.7,
534,ARG,2004,0.0,0.0,38728696.0,3.48734998703003,2.474,3405.8372770000005,15.2,
535,ARG,2005,3.0,2.0,39145488.0,3.84376001358032,2.452,4164.4401689999995,14.8,
536,ARG,2006,0.0,0.0,39558890.0,4.11042976379395,2.432,4868.405890999999,14.4,
537,ARG,2007,0.0,0.0,39970224.0,4.44268989562988,2.4130000000000003,6074.411384,14.1,
538,ARG,2008,0.0,0.0,40382389.0,4.84290981292725,2.396,7555.321873000001,13.7,
539,ARG,2009,1.0,1.0,40799407.0,5.52189016342163,2.3819999999999997,6929.449884000001,13.4,
540,ARG,2010,5.0,5.0,41223889.0,4.99483013153076,2.37,8747.586438,12.9,
541,ARG,2011,1.0,1.0,41656879.0,5.26411008834839,2.358,10926.70693,12.4,
542,ARG,2012,2.0,1.0,42096739.0,5.32145023345947,2.347,11185.78485,11.9,
543,ARG,2013,2.0,2.0,42539925.0,5.41768980026245,2.335,11210.87566,11.3,
544,ARG,2014,1.0,1.0,42981515.0,5.32548999786377,2.322,10547.20618,10.8,7.5
545,ARG,2015,1.0,0.0,43417765.0,,2.3080000000000003,11738.07146,10.3,6.5
546,ARG,2016,2.0,2.0,43847430.0,,2.293,10723.5525,9.9,6.0
547,ARG,2017,3.0,3.0,,,,,,5.1
548,ARG,2018,0.0,0.0,,,,,,
549,ARG,2019,0.0,0.0,,,,,,
550,ARM,1970,0.0,0.0,2525065.0,,3.199,,,
551,ARM,1971,0.0,0.0,2587706.0,,3.114,,,
552,ARM,1972,0.0,0.0,2650484.0,,3.035,,,
553,ARM,1973,0.0,0.0,2712781.0,,2.9560000000000004,,,
554,ARM,1974,0.0,0.0,2773747.0,,2.875,,,
555,ARM,1975,0.0,0.0,2832757.0,,2.792,,,
556,ARM,1976,0.0,0.0,2889579.0,,2.7119999999999997,,71.0,
557,ARM,1977,0.0,0.0,2944379.0,,2.641,,68.4,
558,ARM,1978,0.0,0.0,2997411.0,,2.582,,65.9,
559,ARM,1979,0.0,0.0,3049105.0,,2.5380000000000003,,63.6,
